time,x,vx,y,vy,z,vz,phi,p,theta,q,psi,r,U1,U2,U3,U4,x_d,vx_d,y_d,vy_d,z_d,vz_d,psi_d,psi_dot_d,Ux,Uy,phi_d,theta_d
4.9100,-3.9423,-2.2737,4.4392,-1.6242,33.9524,-0.2255,0.2211,0.0893,-0.0299,0.1280,-2.5081,0.5066,4.9616,-0.0036,-0.0013,-0.0002,-3.8671,-1.5848,3.1695,-1.9335,33.7725,-0.2500,-2.2574,0.5000,0.1737,-0.2139,-0.2733,0.0575
4.9200,-3.9649,-2.2632,4.4228,-1.6435,33.9502,-0.2242,0.2219,0.0851,-0.0286,0.1272,-2.5030,0.5065,4.9629,-0.0036,-0.0013,-0.0002,-3.8829,-1.5751,3.1502,-1.9414,33.7700,-0.2500,-2.2524,0.5000,0.1741,-0.2132,-0.2729,0.0580
4.9300,-3.9874,-2.2524,4.4061,-1.6627,33.9480,-0.2229,0.2228,0.0808,-0.0273,0.1263,-2.4980,0.5064,4.9642,-0.0036,-0.0013,-0.0001,-3.8986,-1.5653,3.1307,-1.9493,33.7675,-0.2500,-2.2474,0.5000,0.1745,-0.2124,-0.2724,0.0586
4.9400,-4.0099,-2.2413,4.3893,-1.6818,33.9457,-0.2217,0.2235,0.0766,-0.0261,0.1255,-2.4929,0.5064,4.9655,-0.0036,-0.0013,-0.0001,-3.9142,-1.5556,3.1112,-1.9571,33.7650,-0.2500,-2.2424,0.5000,0.1748,-0.2117,-0.2719,0.0592
4.9500,-4.0322,-2.2300,4.3723,-1.7009,33.9435,-0.2204,0.2242,0.0724,-0.0248,0.1246,-2.4879,0.5063,4.9667,-0.0036,-0.0013,-0.0001,-3.9297,-1.5458,3.0916,-1.9648,33.7625,-0.2500,-2.2374,0.5000,0.1750,-0.2109,-0.2713,0.0598
4.9600,-4.0543,-2.2185,4.3551,-1.7199,33.9413,-0.2191,0.2249,0.0682,-0.0236,0.1237,-2.4828,0.5062,4.9679,-0.0035,-0.0013,-0.0001,-3.9451,-1.5359,3.0719,-1.9725,33.7600,-0.2500,-2.2324,0.5000,0.1752,-0.2101,-0.2706,0.0604
4.9700,-4.0764,-2.2068,4.3377,-1.7388,33.9392,-0.2179,0.2256,0.0641,-0.0224,0.1228,-2.4777,0.5062,4.9690,-0.0035,-0.0013,-0.0001,-3.9604,-1.5261,3.0521,-1.9802,33.7575,-0.2500,-2.2274,0.5000,0.1754,-0.2093,-0.2700,0.0610
4.9800,-4.0984,-2.1948,4.3201,-1.7577,33.9370,-0.2166,0.2262,0.0600,-0.0211,0.1218,-2.4727,0.5061,4.9702,-0.0035,-0.0013,-0.0001,-3.9756,-1.5161,3.0323,-1.9878,33.7550,-0.2500,-2.2224,0.5000,0.1755,-0.2085,-0.2692,0.0616
4.9900,-4.1202,-2.1825,4.3024,-1.7764,33.9348,-0.2154,0.2267,0.0559,-0.0199,0.1208,-2.4676,0.5060,4.9713,-0.0035,-0.0013,-0.0001,-3.9907,-1.5062,3.0124,-1.9954,33.7525,-0.2500,-2.2174,0.5000,0.1755,-0.2077,-0.2685,0.0623
5.0000,-4.1419,-2.1701,4.2844,-1.7951,33.9327,-0.2142,0.2272,0.0519,-0.0187,0.1199,-2.4626,0.5060,4.9724,-0.0034,-0.0013,-0.0001,-4.0057,-1.4962,2.9924,-2.0029,33.7500,-0.2500,-2.2124,0.5000,0.1756,-0.2069,-0.2677,0.0630
5.0100,-4.1635,-2.1574,4.2663,-1.8137,33.9306,-0.2130,0.2277,0.0478,-0.0175,0.1189,-2.4575,0.5059,4.9734,-0.0034,-0.0013,-0.0001,-4.0206,-1.4861,2.9723,-2.0103,33.7475,-0.2500,-2.2074,0.5000,0.1755,-0.2061,-0.2668,0.0636
5.0200,-4.1849,-2.1446,4.2480,-1.8322,33.9285,-0.2118,0.2282,0.0439,-0.0164,0.1178,-2.4524,0.5058,4.9744,-0.0034,-0.0013,-0.0001,-4.0354,-1.4761,2.9522,-2.0177,33.7450,-0.2500,-2.2024,0.5000,0.1755,-0.2052,-0.2659,0.0643
5.0300,-4.2062,-2.1315,4.2295,-1.8505,33.9264,-0.2106,0.2286,0.0399,-0.0152,0.1168,-2.4474,0.5057,4.9754,-0.0033,-0.0013,-0.0001,-4.0502,-1.4660,2.9319,-2.0251,33.7425,-0.2500,-2.1974,0.5000,0.1753,-0.2044,-0.2650,0.0650
5.0400,-4.2274,-2.1182,4.2108,-1.8688,33.9243,-0.2094,0.2289,0.0360,-0.0140,0.1158,-2.4423,0.5057,4.9763,-0.0033,-0.0012,-0.0001,-4.0648,-1.4558,2.9117,-2.0324,33.7400,-0.2500,-2.1924,0.5000,0.1752,-0.2035,-0.2640,0.0657
5.0500,-4.2484,-2.1047,4.1919,-1.8870,33.9222,-0.2083,0.2292,0.0321,-0.0129,0.1147,-2.4373,0.5056,4.9773,-0.0033,-0.0012,-0.0001,-4.0793,-1.4456,2.8913,-2.0396,33.7375,-0.2500,-2.1874,0.5000,0.1750,-0.2026,-0.2629,0.0664
5.0600,-4.2694,-2.0910,4.1729,-1.9050,33.9201,-0.2071,0.2295,0.0283,-0.0118,0.1136,-2.4322,0.5056,4.9782,-0.0032,-0.0012,-0.0001,-4.0937,-1.4354,2.8709,-2.0468,33.7350,-0.2500,-2.1824,0.5000,0.1747,-0.2017,-0.2619,0.0672
5.0700,-4.2901,-2.0771,4.1536,-1.9230,33.9180,-0.2060,0.2298,0.0245,-0.0106,0.1125,-2.4272,0.5055,4.9790,-0.0032,-0.0012,-0.0001,-4.1080,-1.4252,2.8504,-2.0540,33.7325,-0.2500,-2.1774,0.5000,0.1745,-0.2008,-0.2608,0.0679
5.0800,-4.3108,-2.0630,4.1342,-1.9408,33.9160,-0.2049,0.2300,0.0208,-0.0095,0.1114,-2.4221,0.5054,4.9798,-0.0032,-0.0012,-0.0001,-4.1222,-1.4149,2.8298,-2.0611,33.7300,-0.2500,-2.1724,0.5000,0.1741,-0.1999,-0.2596,0.0686
5.0900,-4.3312,-2.0487,4.1146,-1.9585,33.9140,-0.2037,0.2302,0.0171,-0.0084,0.1103,-2.4170,0.5054,4.9806,-0.0031,-0.0012,-0.0001,-4.1363,-1.4046,2.8091,-2.0681,33.7275,-0.2500,-2.1674,0.5000,0.1738,-0.1990,-0.2585,0.0694
5.1000,-4.3516,-2.0343,4.0949,-1.9760,33.9119,-0.2026,0.2303,0.0134,-0.0073,0.1092,-2.4120,0.5053,4.9814,-0.0031,-0.0012,-0.0001,-4.1503,-1.3942,2.7884,-2.0751,33.7250,-0.2500,-2.1624,0.5000,0.1734,-0.1981,-0.2572,0.0701
5.1100,-4.3718,-2.0197,4.0749,-1.9935,33.9099,-0.2015,0.2304,0.0098,-0.0062,0.1081,-2.4069,0.5052,4.9821,-0.0031,-0.0012,-0.0001,-4.1642,-1.3838,2.7676,-2.0821,33.7225,-0.2500,-2.1574,0.5000,0.1729,-0.1972,-0.2560,0.0709
5.1200,-4.3918,-2.0049,4.0548,-2.0107,33.9079,-0.2005,0.2304,0.0062,-0.0052,0.1070,-2.4019,0.5052,4.9828,-0.0030,-0.0012,-0.0001,-4.1779,-1.3734,2.7468,-2.0890,33.7200,-0.2500,-2.1524,0.5000,0.1725,-0.1963,-0.2547,0.0717
5.1300,-4.4117,-1.9899,4.0346,-2.0279,33.9059,-0.1994,0.2305,0.0027,-0.0041,0.1058,-2.3968,0.5051,4.9835,-0.0030,-0.0012,-0.0001,-4.1916,-1.3629,2.7259,-2.0958,33.7175,-0.2500,-2.1474,0.5000,0.1720,-0.1954,-0.2534,0.0724
5.1400,-4.4315,-1.9747,4.0141,-2.0449,33.9039,-0.1983,0.2305,-0.0007,-0.0031,0.1047,-2.3918,0.5051,4.9842,-0.0029,-0.0012,-0.0001,-4.2052,-1.3524,2.7049,-2.1026,33.7150,-0.2500,-2.1424,0.5000,0.1714,-0.1944,-0.2520,0.0732
5.1500,-4.4511,-1.9594,3.9935,-2.0618,33.9020,-0.1973,0.2304,-0.0042,-0.0020,0.1035,-2.3867,0.5050,4.9848,-0.0029,-0.0011,-0.0001,-4.2187,-1.3419,2.6838,-2.1093,33.7125,-0.2500,-2.1374,0.5000,0.1708,-0.1935,-0.2506,0.0740
5.1600,-4.4705,-1.9440,3.9727,-2.0785,33.9000,-0.1963,0.2303,-0.0075,-0.0010,0.1024,-2.3817,0.5050,4.9854,-0.0028,-0.0011,-0.0001,-4.2320,-1.3313,2.6627,-2.1160,33.7100,-0.2500,-2.1324,0.5000,0.1702,-0.1926,-0.2492,0.0747
5.1700,-4.4898,-1.9284,3.9517,-2.0951,33.8980,-0.1953,0.2302,-0.0108,-0.0000,0.1012,-2.3766,0.5049,4.9859,-0.0028,-0.0011,-0.0001,-4.2453,-1.3207,2.6415,-2.1227,33.7075,-0.2500,-2.1274,0.5000,0.1696,-0.1916,-0.2477,0.0755
5.1800,-4.5089,-1.9126,3.9306,-2.1115,33.8961,-0.1943,0.2301,-0.0141,0.0010,0.1000,-2.3716,0.5048,4.9864,-0.0028,-0.0011,-0.0001,-4.2585,-1.3101,2.6202,-2.1292,33.7050,-0.2500,-2.1224,0.5000,0.1689,-0.1907,-0.2462,0.0763
5.1900,-4.5279,-1.8967,3.9094,-2.1278,33.8942,-0.1933,0.2299,-0.0173,0.0020,0.0989,-2.3665,0.5048,4.9869,-0.0027,-0.0011,-0.0001,-4.2715,-1.2994,2.5989,-2.1358,33.7025,-0.2500,-2.1174,0.5000,0.1682,-0.1897,-0.2447,0.0770
5.2000,-4.5467,-1.8807,3.8879,-2.1439,33.8922,-0.1923,0.2297,-0.0205,0.0030,0.0977,-2.3615,0.5047,4.9874,-0.0027,-0.0011,-0.0001,-4.2844,-1.2888,2.5775,-2.1422,33.7000,-0.2500,-2.1124,0.5000,0.1674,-0.1888,-0.2432,0.0778
5.2100,-4.5653,-1.8645,3.8663,-2.1598,33.8903,-0.1913,0.2295,-0.0236,0.0039,0.0965,-2.3564,0.5047,4.9878,-0.0026,-0.0011,-0.0001,-4.2973,-1.2780,2.5561,-2.1486,33.6975,-0.2500,-2.1074,0.5000,0.1667,-0.1878,-0.2416,0.0786
5.2200,-4.5838,-1.8482,3.8446,-2.1756,33.8884,-0.1904,0.2292,-0.0267,0.0049,0.0953,-2.3514,0.5046,4.9883,-0.0026,-0.0011,-0.0001,-4.3100,-1.2673,2.5345,-2.1550,33.6950,-0.2500,-2.1024,0.5000,0.1659,-0.1869,-0.2400,0.0794
5.2300,-4.6021,-1.8317,3.8227,-2.1912,33.8865,-0.1894,0.2289,-0.0297,0.0058,0.0942,-2.3464,0.5046,4.9886,-0.0025,-0.0010,-0.0001,-4.3226,-1.2565,2.5130,-2.1613,33.6925,-0.2500,-2.0974,0.5000,0.1651,-0.1859,-0.2384,0.0801
5.2400,-4.6203,-1.8152,3.8006,-2.2067,33.8847,-0.1885,0.2286,-0.0326,0.0068,0.0930,-2.3413,0.5045,4.9890,-0.0025,-0.0010,-0.0001,-4.3351,-1.2457,2.4913,-2.1676,33.6900,-0.2500,-2.0924,0.5000,0.1642,-0.1850,-0.2367,0.0809
5.2500,-4.6383,-1.7985,3.7784,-2.2219,33.8828,-0.1876,0.2282,-0.0355,0.0077,0.0918,-2.3363,0.5045,4.9893,-0.0024,-0.0010,-0.0001,-4.3475,-1.2348,2.4696,-2.1738,33.6875,-0.2500,-2.0874,0.5000,0.1633,-0.1840,-0.2351,0.0816
5.2600,-4.6561,-1.7817,3.7560,-2.2370,33.8809,-0.1867,0.2279,-0.0384,0.0086,0.0906,-2.3312,0.5044,4.9896,-0.0024,-0.0010,-0.0001,-4.3598,-1.2239,2.4478,-2.1799,33.6850,-0.2500,-2.0824,0.5000,0.1624,-0.1830,-0.2334,0.0824
5.2700,-4.6737,-1.7648,3.7335,-2.2520,33.8791,-0.1858,0.2274,-0.0412,0.0095,0.0894,-2.3262,0.5044,4.9899,-0.0023,-0.0010,-0.0001,-4.3720,-1.2130,2.4260,-2.1860,33.6825,-0.2500,-2.0774,0.5000,0.1615,-0.1821,-0.2316,0.0832
5.2800,-4.6912,-1.7477,3.7108,-2.2667,33.8772,-0.1850,0.2270,-0.0439,0.0104,0.0883,-2.3211,0.5043,4.9902,-0.0023,-0.0010,-0.0001,-4.3841,-1.2021,2.4041,-2.1920,33.6800,-0.2500,-2.0724,0.5000,0.1606,-0.1811,-0.2299,0.0839
5.2900,-4.7085,-1.7306,3.6880,-2.2813,33.8754,-0.1841,0.2265,-0.0466,0.0112,0.0871,-2.3161,0.5043,4.9904,-0.0022,-0.0010,-0.0001,-4.3961,-1.1911,2.3822,-2.1980,33.6775,-0.2500,-2.0674,0.5000,0.1596,-0.1802,-0.2281,0.0847
5.3000,-4.7257,-1.7134,3.6650,-2.2957,33.8735,-0.1832,0.2260,-0.0492,0.0121,0.0859,-2.3110,0.5042,4.9906,-0.0022,-0.0009,-0.0001,-4.4079,-1.1801,2.3602,-2.2040,33.6750,-0.2500,-2.0624,0.5000,0.1586,-0.1792,-0.2263,0.0854
5.3100,-4.7426,-1.6961,3.6419,-2.3099,33.8717,-0.1824,0.2255,-0.0517,0.0129,0.0847,-2.3060,0.5042,4.9908,-0.0021,-0.0009,-0.0001,-4.4197,-1.1690,2.3381,-2.2098,33.6725,-0.2500,-2.0574,0.5000,0.1576,-0.1783,-0.2245,0.0861
5.3200,-4.7594,-1.6787,3.6187,-2.3240,33.8699,-0.1816,0.2250,-0.0542,0.0138,0.0835,-2.3010,0.5041,4.9910,-0.0021,-0.0009,-0.0001,-4.4313,-1.1580,2.3160,-2.2156,33.6700,-0.2500,-2.0524,0.5000,0.1566,-0.1773,-0.2227,0.0869
5.3300,-4.7760,-1.6612,3.5953,-2.3378,33.8681,-0.1808,0.2244,-0.0567,0.0146,0.0823,-2.2959,0.5041,4.9911,-0.0020,-0.0009,-0.0001,-4.4428,-1.1469,2.2938,-2.2214,33.6675,-0.2500,-2.0474,0.5000,0.1555,-0.1763,-0.2209,0.0876
5.3400,-4.7925,-1.6437,3.5718,-2.3515,33.8663,-0.1800,0.2238,-0.0591,0.0154,0.0812,-2.2909,0.5040,4.9912,-0.0020,-0.0009,-0.0001,-4.4542,-1.1358,2.2715,-2.2271,33.6650,-0.2500,-2.0424,0.5000,0.1544,-0.1754,-0.2190,0.0883
5.3500,-4.8087,-1.6260,3.5482,-2.3650,33.8645,-0.1792,0.2232,-0.0614,0.0162,0.0800,-2.2858,0.5040,4.9913,-0.0019,-0.0009,-0.0001,-4.4655,-1.1246,2.2492,-2.2328,33.6625,-0.2500,-2.0374,0.5000,0.1534,-0.1744,-0.2171,0.0890
5.3600,-4.8248,-1.6083,3.5244,-2.3783,33.8627,-0.1785,0.2226,-0.0637,0.0170,0.0788,-2.2808,0.5039,4.9914,-0.0019,-0.0009,-0.0001,-4.4767,-1.1134,2.2269,-2.2384,33.6600,-0.2500,-2.0324,0.5000,0.1523,-0.1735,-0.2152,0.0897
5.3700,-4.8407,-1.5905,3.5005,-2.3914,33.8609,-0.1777,0.2219,-0.0659,0.0178,0.0776,-2.2758,0.5039,4.9915,-0.0018,-0.0009,-0.0001,-4.4878,-1.1022,2.2045,-2.2439,33.6575,-0.2500,-2.0274,0.5000,0.1511,-0.1725,-0.2133,0.0904
5.3800,-4.8564,-1.5726,3.4764,-2.4043,33.8592,-0.1770,0.2212,-0.0681,0.0185,0.0765,-2.2707,0.5038,4.9915,-0.0018,-0.0008,-0.0001,-4.4988,-1.0910,2.1820,-2.2494,33.6550,-0.2500,-2.0224,0.5000,0.1500,-0.1716,-0.2114,0.0911
5.3900,-4.8720,-1.5547,3.4522,-2.4170,33.8574,-0.1763,0.2205,-0.0702,0.0193,0.0753,-2.2657,0.5038,4.9915,-0.0017,-0.0008,-0.0001,-4.5096,-1.0797,2.1595,-2.2548,33.6525,-0.2500,-2.0174,0.5000,0.1488,-0.1707,-0.2095,0.0918
5.4000,-4.8873,-1.5367,3.4280,-2.4296,33.8556,-0.1756,0.2198,-0.0722,0.0200,0.0741,-2.2607,0.5038,4.9915,-0.0017,-0.0008,-0.0001,-4.5204,-1.0684,2.1369,-2.2602,33.6500,-0.2500,-2.0124,0.5000,0.1477,-0.1697,-0.2075,0.0924
5.4100,-4.9025,-1.5187,3.4035,-2.4419,33.8539,-0.1749,0.2191,-0.0742,0.0208,0.0730,-2.2556,0.5037,4.9915,-0.0016,-0.0008,-0.0001,-4.5310,-1.0571,2.1143,-2.2655,33.6475,-0.2500,-2.0074,0.5000,0.1465,-0.1688,-0.2056,0.0931
5.4200,-4.9175,-1.5006,3.3790,-2.4541,33.8521,-0.1742,0.2183,-0.0761,0.0215,0.0718,-2.2506,0.5037,4.9915,-0.0016,-0.0008,-0.0001,-4.5415,-1.0458,2.0916,-2.2708,33.6450,-0.2500,-2.0024,0.5000,0.1453,-0.1679,-0.2036,0.0937
5.4300,-4.9324,-1.4825,3.3543,-2.4661,33.8504,-0.1735,0.2175,-0.0780,0.0222,0.0707,-2.2455,0.5036,4.9914,-0.0015,-0.0008,-0.0001,-4.5519,-1.0344,2.0689,-2.2760,33.6425,-0.2500,-1.9974,0.5000,0.1441,-0.1669,-0.2016,0.0944
5.4400,-4.9470,-1.4643,3.3296,-2.4778,33.8487,-0.1729,0.2167,-0.0798,0.0229,0.0695,-2.2405,0.5036,4.9914,-0.0015,-0.0008,-0.0001,-4.5622,-1.0230,2.0461,-2.2811,33.6400,-0.2500,-1.9924,0.5000,0.1429,-0.1660,-0.1997,0.0950
5.4500,-4.9615,-1.4461,3.3047,-2.4894,33.8470,-0.1723,0.2159,-0.0816,0.0236,0.0684,-2.2355,0.5036,4.9913,-0.0014,-0.0007,-0.0001,-4.5724,-1.0116,2.0232,-2.2862,33.6375,-0.2500,-1.9874,0.5000,0.1417,-0.1651,-0.1977,0.0956
5.4600,-4.9757,-1.4279,3.2797,-2.5008,33.8452,-0.1716,0.2151,-0.0833,0.0242,0.0672,-2.2304,0.5035,4.9912,-0.0014,-0.0007,-0.0001,-4.5824,-1.0002,2.0003,-2.2912,33.6350,-0.2500,-1.9824,0.5000,0.1405,-0.1642,-0.1957,0.0963
5.4700,-4.9898,-1.4096,3.2545,-2.5120,33.8435,-0.1710,0.2142,-0.0849,0.0249,0.0661,-2.2254,0.5035,4.9911,-0.0013,-0.0007,-0.0001,-4.5924,-0.9887,1.9774,-2.2962,33.6325,-0.2500,-1.9774,0.5000,0.1392,-0.1633,-0.1937,0.0969
5.4800,-5.0038,-1.3913,3.2293,-2.5230,33.8418,-0.1704,0.2134,-0.0865,0.0255,0.0649,-2.2204,0.5034,4.9910,-0.0013,-0.0007,-0.0001,-4.6022,-0.9772,1.9544,-2.3011,33.6300,-0.2500,-1.9724,0.5000,0.1380,-0.1624,-0.1917,0.0974
5.4900,-5.0175,-1.3729,3.2040,-2.5338,33.8401,-0.1699,0.2125,-0.0880,0.0262,0.0638,-2.2153,0.5034,4.9909,-0.0012,-0.0007,-0.0001,-4.6119,-0.9657,1.9314,-2.3060,33.6275,-0.2500,-1.9674,0.5000,0.1367,-0.1615,-0.1896,0.0980
5.5000,-5.0310,-1.3546,3.1785,-2.5444,33.8384,-0.1693,0.2116,-0.0895,0.0268,0.0627,-2.2103,0.5034,4.9907,-0.0012,-0.0007,-0.0001,-4.6215,-0.9542,1.9083,-2.3108,33.6250,-0.2500,-1.9624,0.5000,0.1355,-0.1606,-0.1876,0.0986
5.5100,-5.0444,-1.3362,3.1530,-2.5548,33.8368,-0.1687,0.2107,-0.0909,0.0274,0.0615,-2.2053,0.5033,4.9906,-0.0011,-0.0007,-0.0001,-4.6310,-0.9426,1.8852,-2.3155,33.6225,-0.2500,-1.9574,0.5000,0.1342,-0.1597,-0.1856,0.0992
5.5200,-5.0576,-1.3178,3.1273,-2.5650,33.8351,-0.1682,0.2098,-0.0923,0.0280,0.0604,-2.2002,0.5033,4.9904,-0.0011,-0.0007,-0.0001,-4.6404,-0.9310,1.8620,-2.3202,33.6200,-0.2500,-1.9524,0.5000,0.1330,-0.1588,-0.1836,0.0997
5.5300,-5.0706,-1.2994,3.1016,-2.5750,33.8334,-0.1677,0.2088,-0.0936,0.0286,0.0593,-2.1952,0.5032,4.9903,-0.0010,-0.0007,-0.0001,-4.6496,-0.9194,1.8388,-2.3248,33.6175,-0.2500,-1.9474,0.5000,0.1317,-0.1579,-0.1815,0.1002
5.5400,-5.0834,-1.2810,3.0757,-2.5849,33.8317,-0.1672,0.2079,-0.0948,0.0292,0.0582,-2.1902,0.5032,4.9901,-0.0010,-0.0006,-0.0001,-4.6588,-0.9077,1.8155,-2.3294,33.6150,-0.2500,-1.9424,0.5000,0.1304,-0.1571,-0.1795,0.1008
5.5500,-5.0960,-1.2625,3.0498,-2.5945,33.8301,-0.1667,0.2069,-0.0960,0.0298,0.0570,-2.1851,0.5032,4.9899,-0.0009,-0.0006,-0.0001,-4.6678,-0.8961,1.7922,-2.3339,33.6125,-0.2500,-1.9374,0.5000,0.1292,-0.1562,-0.1775,0.1013
5.5600,-5.1084,-1.2441,3.0237,-2.6039,33.8284,-0.1662,0.2059,-0.0972,0.0303,0.0559,-2.1801,0.5031,4.9897,-0.0009,-0.0006,-0.0001,-4.6767,-0.8844,1.7688,-2.3383,33.6100,-0.2500,-1.9324,0.5000,0.1279,-0.1553,-0.1755,0.1018
5.5700,-5.1207,-1.2257,2.9976,-2.6132,33.8267,-0.1657,0.2050,-0.0983,0.0309,0.0548,-2.1751,0.5031,4.9895,-0.0008,-0.0006,-0.0001,-4.6855,-0.8727,1.7454,-2.3427,33.6075,-0.2500,-1.9274,0.5000,0.1266,-0.1545,-0.1734,0.1023
5.5800,-5.1328,-1.2072,2.9714,-2.6222,33.8251,-0.1653,0.2040,-0.0993,0.0314,0.0537,-2.1700,0.5031,4.9893,-0.0008,-0.0006,-0.0001,-4.6941,-0.8610,1.7220,-2.3471,33.6050,-0.2500,-1.9224,0.5000,0.1253,-0.1536,-0.1714,0.1028
5.5900,-5.1447,-1.1888,2.9451,-2.6311,33.8234,-0.1649,0.2030,-0.1003,0.0319,0.0526,-2.1650,0.5030,4.9891,-0.0007,-0.0006,-0.0001,-4.7027,-0.8492,1.6985,-2.3513,33.6025,-0.2500,-1.9174,0.5000,0.1240,-0.1528,-0.1694,0.1032
5.6000,-5.1564,-1.1704,2.9187,-2.6398,33.8218,-0.1644,0.2020,-0.1012,0.0325,0.0515,-2.1600,0.5030,4.9889,-0.0007,-0.0006,-0.0001,-4.7111,-0.8375,1.6749,-2.3556,33.6000,-0.2500,-1.9124,0.5000,0.1228,-0.1520,-0.1674,0.1037
5.6100,-5.1679,-1.1520,2.8922,-2.6483,33.8201,-0.1640,0.2009,-0.1021,0.0330,0.0504,-2.1550,0.5030,4.9887,-0.0006,-0.0006,-0.0001,-4.7194,-0.8257,1.6514,-2.3597,33.5975,-0.2500,-1.9074,0.5000,0.1215,-0.1511,-0.1653,0.1041
5.6200,-5.1792,-1.1336,2.8656,-2.6566,33.8185,-0.1636,0.1999,-0.1029,0.0335,0.0493,-2.1499,0.5029,4.9884,-0.0006,-0.0006,-0.0001,-4.7276,-0.8139,1.6277,-2.3638,33.5950,-0.2500,-1.9024,0.5000,0.1202,-0.1503,-0.1633,0.1046
5.6300,-5.1904,-1.1152,2.8390,-2.6647,33.8169,-0.1633,0.1989,-0.1036,0.0339,0.0483,-2.1449,0.5029,4.9882,-0.0005,-0.0006,-0.0001,-4.7357,-0.8020,1.6041,-2.3679,33.5925,-0.2500,-1.8974,0.5000,0.1189,-0.1495,-0.1613,0.1050
5.6400,-5.2013,-1.0969,2.8123,-2.6726,33.8152,-0.1629,0.1978,-0.1044,0.0344,0.0472,-2.1399,0.5029,4.9880,-0.0005,-0.0006,-0.0001,-4.7437,-0.7902,1.5804,-2.3718,33.5900,-0.2500,-1.8924,0.5000,0.1177,-0.1487,-0.1593,0.1054
5.6500,-5.2121,-1.0786,2.7855,-2.6803,33.8136,-0.1626,0.1968,-0.1050,0.0349,0.0461,-2.1348,0.5028,4.9877,-0.0004,-0.0006,-0.0001,-4.7515,-0.7783,1.5567,-2.3758,33.5875,-0.2500,-1.8874,0.5000,0.1164,-0.1479,-0.1573,0.1058
5.6600,-5.2227,-1.0603,2.7586,-2.6879,33.8120,-0.1622,0.1957,-0.1056,0.0353,0.0450,-2.1298,0.5028,4.9875,-0.0004,-0.0005,-0.0001,-4.7592,-0.7664,1.5329,-2.3796,33.5850,-0.2500,-1.8824,0.5000,0.1152,-0.1471,-0.1553,0.1062
5.6700,-5.2331,-1.0420,2.7316,-2.6952,33.8104,-0.1619,0.1947,-0.1062,0.0358,0.0440,-2.1248,0.5028,4.9873,-0.0003,-0.0005,-0.0001,-4.7668,-0.7545,1.5091,-2.3834,33.5825,-0.2500,-1.8774,0.5000,0.1139,-0.1463,-0.1533,0.1066
5.6800,-5.2434,-1.0237,2.7046,-2.7024,33.8088,-0.1616,0.1936,-0.1067,0.0362,0.0429,-2.1198,0.5027,4.9870,-0.0003,-0.0005,-0.0001,-4.7743,-0.7426,1.4852,-2.3872,33.5800,-0.2500,-1.8724,0.5000,0.1127,-0.1455,-0.1514,0.1069
5.6900,-5.2534,-1.0055,2.6775,-2.7094,33.8072,-0.1613,0.1925,-0.1072,0.0366,0.0419,-2.1147,0.5027,4.9868,-0.0002,-0.0005,-0.0001,-4.7817,-0.7307,1.4613,-2.3908,33.5775,-0.2500,-1.8674,0.5000,0.1114,-0.1448,-0.1494,0.1073
5.7000,-5.2633,-0.9873,2.6503,-2.7162,33.8055,-0.1610,0.1914,-0.1076,0.0370,0.0408,-2.1097,0.5027,4.9865,-0.0002,-0.0005,-0.0001,-4.7889,-0.7187,1.4374,-2.3945,33.5750,-0.2500,-1.8624,0.5000,0.1102,-0.1440,-0.1475,0.1076
5.7100,-5.2730,-0.9692,2.6231,-2.7228,33.8039,-0.1608,0.1904,-0.1080,0.0374,0.0397,-2.1047,0.5026,4.9863,-0.0002,-0.0005,-0.0001,-4.7961,-0.7067,1.4134,-2.3980,33.5725,-0.2500,-1.8574,0.5000,0.1089,-0.1432,-0.1455,0.1079
5.7200,-5.2825,-0.9511,2.5958,-2.7293,33.8023,-0.1605,0.1893,-0.1083,0.0378,0.0387,-2.0997,0.5026,4.9860,-0.0001,-0.0005,-0.0001,-4.8031,-0.6947,1.3894,-2.4015,33.5700,-0.2500,-1.8524,0.5000,0.1077,-0.1425,-0.1436,0.1083
5.7300,-5.2918,-0.9330,2.5685,-2.7355,33.8007,-0.1603,0.1882,-0.1086,0.0382,0.0377,-2.0946,0.5026,4.9858,-0.0001,-0.0005,-0.0001,-4.8100,-0.6827,1.3654,-2.4050,33.5675,-0.2500,-1.8474,0.5000,0.1065,-0.1417,-0.1416,0.1086
5.7400,-5.3010,-0.9150,2.5410,-2.7416,33.7991,-0.1601,0.1871,-0.1088,0.0385,0.0366,-2.0896,0.5025,4.9855,-0.0000,-0.0005,-0.0001,-4.8167,-0.6707,1.3413,-2.4084,33.5650,-0.2500,-1.8424,0.5000,0.1053,-0.1410,-0.1397,0.1089
5.7500,-5.3100,-0.8970,2.5136,-2.7476,33.7975,-0.1598,0.1860,-0.1090,0.0389,0.0356,-2.0846,0.5025,4.9853,0.0000,-0.0005,-0.0001,-4.8234,-0.6586,1.3172,-2.4117,33.5625,-0.2500,-1.8374,0.5000,0.1041,-0.1403,-0.1378,0.1091
5.7600,-5.3188,-0.8791,2.4860,-2.7533,33.7959,-0.1597,0.1849,-0.1091,0.0392,0.0346,-2.0795,0.5025,4.9850,0.0000,-0.0005,-0.0001,-4.8299,-0.6465,1.2931,-2.4149,33.5600,-0.2500,-1.8324,0.5000,0.1029,-0.1395,-0.1359,0.1094
